,Etablissement,Code de la Formation,Type de Diplôme,Type de formation,Enseignement,Paiement,Intitulé  du Programme,Domaine,Mention,Spécialité,Option
592,UCAD,24,Diplôme de Master,Initiale,Hybride,Non Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité audit",Sciences Economiques et de Gestion,Sciences de Gestion,Audit,
593,UCAD,252,Diplôme de Master,Initiale,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité banque et institutions financieres",Sciences Economiques et de Gestion,Sciences de Gestion,Banque et Institutions financiéres,
594,UCAD,25,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité commerce et management des affaires internationales",Sciences Economiques et de Gestion,Sciences de Gestion,Commerce et Management des affaires internationale,
595,UCAD,253,Diplôme de Master,Initiale,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité creation d'entreprises et gestion de projets",Sciences Economiques et de Gestion,Sciences de Gestion,Sociologie des organisations,
596,UCAD,26,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité finance",Sciences Economiques et de Gestion,Sciences de Gestion,Finance,
597,UCAD,255,Diplôme de Master,Initiale,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité finance islamique",Sciences Economiques et de Gestion,Sciences de Gestion,Finance Islamique,
598,UCAD,256,Diplôme de Master,Initiale,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité gestion des ressources humaines",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion des Ressources Humaines,
599,UCAD,234,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité gestion stratégique des ressources humaines",Sciences Economiques et de Gestion,Sciences de Gestion,Ggestion stratégique des ressources humaines,
600,UCAD,235,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité logistique et distribution",Sciences Economiques et de Gestion,Sciences de Gestion,Logistique et distribution,
601,UCAD,236,Diplôme de Master,Initiale,Hybride,Mixte,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité management des établissements de santé",Sciences Economiques et de Gestion,Sciences de Gestion,Management des établissements de santé,
602,UCAD,237,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité management et régulation des marchés publics",Sciences Economiques et de Gestion,Sciences de Gestion,Management et régulation des marchés publics,
603,UCAD,261,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité ?????",Sciences de l'Education et de la Formation,Didactique des mathématiques,Non déterminée,
604,UCAD,614,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité Banque",Sciences Economiques et de Gestion,Sciences Economiques,Banque,
605,UCAD,613,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité Finance",Sciences Economiques et de Gestion,Sciences Economiques,Finance,
606,UCAD,264,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité développement régional et locals, option administration et management du développement régional et local",Sciences Economiques et de Gestion,Sciences Economiques,Développement régional et local,Administration et Management du Développement régional et local
607,UCAD,263,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité développement régional et locals, option économie de la micrifianance",Sciences Economiques et de Gestion,Sciences Economiques,Développement régional et local,Économie de la microfinance
608,UCAD,267,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité logistique et transport",Sciences Economiques et de Gestion,Sciences Economiques,Logistique et Tranport,
609,UCAD,268,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité management des infrastructures publiques",Sciences Economiques et de Gestion,Sciences Economiques,Management des Infrastructures publiques,
610,UCAD,269,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité monnaie",Sciences Economiques et de Gestion,Sciences Economiques,Monnaie,
611,UCAD,270,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité politique économique et analyse de projets",Sciences Economiques et de Gestion,Sciences Economiques,Politique économique et Analyse de projets,
612,UCAD,271,Diplôme de Master,Mixte,Présentielle,Mixte,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité politiques et négociations commerciales internationales",Sciences Economiques et de Gestion,Sciences Economiques,Politiques et Négociations commerciales internationales (PNCI),
613,UCAD,274,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité politiques publiques, option analyse appliquée des politiques économiques - évaluation d’impact",Sciences Economiques et de Gestion,Sciences Economiques,Politiques publiques,Analyse appliquée des Politiques économiques - Évaluation d’impact
614,UCAD,273,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité politiques publiques, option management des institutions et politiques publiques en santé",Sciences Economiques et de Gestion,Sciences Economiques,Politiques publiques,Management des Institutions et Politiques publiques en Santé
615,UCAD,272,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité politiques publiques, option management des institutions et politiques publiques en éducation",Sciences Economiques et de Gestion,Sciences Economiques,Politiques publiques,Management des Institutions et Politiques publiques en Éducation
616,UCAD,275,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité pratique du développement",Sciences Economiques et de Gestion,Sciences Economiques,Pratique du développement,
617,UCAD,265,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité économie et finance quantitatives",Sciences Economiques et de Gestion,Sciences Economiques,Economie et Finance quantitatives,
618,UCAD,266,Diplôme de Master,Initiale,Hybride,Mixte,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité économie rurale",Sciences Economiques et de Gestion,Sciences Economiques,Economie Rurale,
619,UCAD,260,Diplôme de Master,Mixte,Hybride,Payante,"Master en sciences économiques, spécialité suivi et évaluation de programmes",Sciences Economiques et de Gestion,Sciences Economiques,"Suivi et Evaluation, Evaluation des Programmes",
620,UCAD,257,Diplôme de Master,Initiale,Présentielle,Payante,"Master profesionnel en Sciences Economiques et de gestion, mention sciences de gestion, spécialité Marketing, option gestion commerciale",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing et Gestion Commerciale,Gestion commerciale
621,UCAD,230,Diplôme de Master,Continue,Hybride,Payante,"Master professionnel en Sciences Economiques et de gestion, mention  Sciences de gestion, spécialité gestion et pilotage des systèmes éducatifs, option management des institutions d'éducation et de formation",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion et Pilotage des Systèmes éducatifs,
622,UCAD,276,Diplôme de Master,Initiale,Présentielle,Payante,"Master professionnel en Sciences Economiques et de gestion, mention Sciences économiques, spécialité banque, finance",Sciences Economiques et de Gestion,Sciences Economiques,Banque-Finance,
623,UCAD,279,Diplôme de Master,Continue,Présentielle,Payante,"Master professionnel en Sciences Economiques et de gestion, mention Sciences économiques, spécialité ingenieries statistique, économique et financière",Sciences Economiques et de Gestion,Sciences Economiques,"Ingénieries statistique, économique et financière",
624,UCAD,280,Diplôme de Master,Initiale,Présentielle,Payante,"Master professionnel en Sciences Economiques et de gestion, mention Sciences économiques, spécialité méthodes statistiques et économètriques",Sciences Economiques et de Gestion,Sciences Economiques,Méthodes statistiques et économétriques,
625,UCAD,793,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master professionnel en Sciences Economiques et de gestion, mention sciences de gestion, spécialité Marketing Stratégique",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,
626,UCAD,278,Diplôme de Master,Initiale,Présentielle,Payante,"Master professionnel en Sciences Economiques et de gestion, mention sciences économiques, spécialité gestion macroéconomique et administrative",Sciences Economiques et de Gestion,Sciences Economiques,Gestion macroéconomique et administrative,
627,UCAD,227,Diplôme de Master,Continue,Hybride,Payante,"Master professionnel en Sciences de gestion, commerce international, option management des opérations de commerce international, banque de détail, logistique internationale",Sciences Economiques et de Gestion,Sciences de Gestion,Management du commerce des produits et services financiers,
628,UCAD,229,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master professionnel en Sciences et Techniques des Activités Physiques, sportives, de jeunesse et du loisir, spécialité management",Sciences Economiques et de Gestion,Sciences de Gestion,Administration et management et économie des activités physiques et sportives,Management des APS et des loisirs
