Etablissement,Code de la Formation,Type de Diplôme,Type de formation,Enseignement,Paiement,Intitulé  du Programme,Domaine,Mention,Spécialité,Option
UCAD,252,Diplôme de Master,Initiale,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité banque et institutions financieres",Sciences Economiques et de Gestion,Sciences de Gestion,Banque et Institutions financiéres,aucune
UCAD,25,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité commerce et management des affaires internationales",Sciences Economiques et de Gestion,Sciences de Gestion,Commerce et Management des affaires internationale,aucune
UCAD,253,Diplôme de Master,Initiale,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité creation d'entreprises et gestion de projets",Sciences Economiques et de Gestion,Sciences de Gestion,Sociologie des organisations,aucune
UCAD,26,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité finance",Sciences Economiques et de Gestion,Sciences de Gestion,Finance,aucune
UCAD,255,Diplôme de Master,Initiale,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité finance islamique",Sciences Economiques et de Gestion,Sciences de Gestion,Finance Islamique,aucune
UCAD,256,Diplôme de Master,Initiale,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité gestion des ressources humaines",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion des Ressources Humaines,aucune
UCAD,234,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité gestion stratégique des ressources humaines",Sciences Economiques et de Gestion,Sciences de Gestion,Ggestion stratégique des ressources humaines,aucune
UCAD,235,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité logistique et distribution",Sciences Economiques et de Gestion,Sciences de Gestion,Logistique et distribution,aucune
UCAD,236,Diplôme de Master,Initiale,Hybride,Mixte,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité management des établissements de santé",Sciences Economiques et de Gestion,Sciences de Gestion,Management des établissements de santé,aucune
UCAD,237,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité management et régulation des marchés publics",Sciences Economiques et de Gestion,Sciences de Gestion,Management et régulation des marchés publics,aucune
UCAD,261,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité ?????",Sciences de l'Education et de la Formation,Didactique des mathématiques,Non déterminée,aucune
UCAD,614,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité Banque",Sciences Economiques et de Gestion,Sciences Economiques,Banque,aucune
UCAD,613,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité Finance",Sciences Economiques et de Gestion,Sciences Economiques,Finance,aucune
UCAD,264,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité développement régional et locals, option administration et management du développement régional et local",Sciences Economiques et de Gestion,Sciences Economiques,Développement régional et local,Administration et Management du Développement régional et local
UCAD,263,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité développement régional et locals, option économie de la micrifianance",Sciences Economiques et de Gestion,Sciences Economiques,Développement régional et local,Économie de la microfinance
UCAD,267,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité logistique et transport",Sciences Economiques et de Gestion,Sciences Economiques,Logistique et Tranport,aucune
UCAD,268,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité management des infrastructures publiques",Sciences Economiques et de Gestion,Sciences Economiques,Management des Infrastructures publiques,aucune
UCAD,269,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité monnaie",Sciences Economiques et de Gestion,Sciences Economiques,Monnaie,aucune
UCAD,270,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité politique économique et analyse de projets",Sciences Economiques et de Gestion,Sciences Economiques,Politique économique et Analyse de projets,aucune
UCAD,271,Diplôme de Master,Mixte,Présentielle,Mixte,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité politiques et négociations commerciales internationales",Sciences Economiques et de Gestion,Sciences Economiques,Politiques et Négociations commerciales internationales (PNCI),aucune
UCAD,274,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité politiques publiques, option analyse appliquée des politiques économiques - évaluation d’impact",Sciences Economiques et de Gestion,Sciences Economiques,Politiques publiques,Analyse appliquée des Politiques économiques - Évaluation d’impact
UCAD,273,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité politiques publiques, option management des institutions et politiques publiques en santé",Sciences Economiques et de Gestion,Sciences Economiques,Politiques publiques,Management des Institutions et Politiques publiques en Santé
UCAD,272,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité politiques publiques, option management des institutions et politiques publiques en éducation",Sciences Economiques et de Gestion,Sciences Economiques,Politiques publiques,Management des Institutions et Politiques publiques en Éducation
UCAD,275,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité pratique du développement",Sciences Economiques et de Gestion,Sciences Economiques,Pratique du développement,aucune
UCAD,265,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité économie et finance quantitatives",Sciences Economiques et de Gestion,Sciences Economiques,Economie et Finance quantitatives,aucune
UCAD,266,Diplôme de Master,Initiale,Hybride,Mixte,"Master en sciences économiques et de gestion, mention Sciences économiques, spécialité économie rurale",Sciences Economiques et de Gestion,Sciences Economiques,Economie Rurale,aucune
UCAD,260,Diplôme de Master,Mixte,Hybride,Payante,"Master en sciences économiques, spécialité suivi et évaluation de programmes",Sciences Economiques et de Gestion,Sciences Economiques,"Suivi et Evaluation, Evaluation des Programmes",aucune
UCAD,257,Diplôme de Master,Initiale,Présentielle,Payante,"Master profesionnel en Sciences Economiques et de gestion, mention sciences de gestion, spécialité Marketing, option gestion commerciale",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing et Gestion Commerciale,Gestion commerciale
UCAD,230,Diplôme de Master,Continue,Hybride,Payante,"Master professionnel en Sciences Economiques et de gestion, mention  Sciences de gestion, spécialité gestion et pilotage des systèmes éducatifs, option management des institutions d'éducation et de formation",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion et Pilotage des Systèmes éducatifs,aucune
UCAD,276,Diplôme de Master,Initiale,Présentielle,Payante,"Master professionnel en Sciences Economiques et de gestion, mention Sciences économiques, spécialité banque, finance",Sciences Economiques et de Gestion,Sciences Economiques,Banque-Finance,aucune
UCAD,279,Diplôme de Master,Continue,Présentielle,Payante,"Master professionnel en Sciences Economiques et de gestion, mention Sciences économiques, spécialité ingenieries statistique, économique et financière",Sciences Economiques et de Gestion,Sciences Economiques,"Ingénieries statistique, économique et financière",aucune
UCAD,280,Diplôme de Master,Initiale,Présentielle,Payante,"Master professionnel en Sciences Economiques et de gestion, mention Sciences économiques, spécialité méthodes statistiques et économètriques",Sciences Economiques et de Gestion,Sciences Economiques,Méthodes statistiques et économétriques,aucune
UCAD,793,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master professionnel en Sciences Economiques et de gestion, mention sciences de gestion, spécialité Marketing Stratégique",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,aucune
UCAD,278,Diplôme de Master,Initiale,Présentielle,Payante,"Master professionnel en Sciences Economiques et de gestion, mention sciences économiques, spécialité gestion macroéconomique et administrative",Sciences Economiques et de Gestion,Sciences Economiques,Gestion macroéconomique et administrative,aucune
UCAD,227,Diplôme de Master,Continue,Hybride,Payante,"Master professionnel en Sciences de gestion, commerce international, option management des opérations de commerce international, banque de détail, logistique internationale",Sciences Economiques et de Gestion,Sciences de Gestion,Management du commerce des produits et services financiers,aucune
UCAD,229,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master professionnel en Sciences et Techniques des Activités Physiques, sportives, de jeunesse et du loisir, spécialité management",Sciences Economiques et de Gestion,Sciences de Gestion,Administration et management et économie des activités physiques et sportives,Management des APS et des loisirs
UCAD,198,Autre,Non déterminée,Présentielle,Non déterminée,"diplôme supérieur de technologies, mention sciences de gestion, spécialité comptabilité et gestion des organisations",Sciences Economiques et de Gestion,Sciences de Gestion,Comptabilité et Gestion des Organisations,aucune
